cpc_id;query;variant;qid;label;description;aliases;lang
C16077;Enrico Costa;no;Q99713864;Enrico Costa;researcher ORCID 0000-0003-2616-994X;[];it
C16077;Enrico Costa;no;Q3725704;Enrico Costanzo;Italian association football player (1921-1973);[];it
C16077;Enrico Costa;no;Q3725932;Enrico Morin;Italian military and politician (1841-1910);['Enrico Costantino Morin'];it
C16077;Enrico Costa;no;Q118176752;Enrico Costantini;Photographer;[];it
C16077;Enrico Costa;no;Q130842871;Enrico Costanza;;[];it
C16077;Enrico Costa;no;Q96190761;Enrico Costanzo;researcher;[];it
C16117;Giovanni Costa;no;Q3107147;Giovanni Costa;Italian painter (1826-1903);[];it
C16117;Giovanni Costa;no;Q3767055;Giovanni Costa;Italian association football player (1901-1968);[];it
C16117;Giovanni Costa;no;Q52498153;Giovanni Costa;Italian painter, active in Florence (1833-1893);[];it
C16117;Giovanni Costa;no;Q21545240;Giovanni Costa;Italian priest, translator and literary critic (1737-1816);[];it
C16117;Giovanni Costa;no;Q3767056;Giovanni Costa;Italian association football player (1917-1984);[];it
C16117;Giovanni Costa;no;Q95884619;Giovanni Costa;;[];it
C16117;Giovanni Costa;no;Q110089282;Giovanni Costa;Italian historian of antiquity (1875-1946);[];it
C16117;Giovanni Costa;no;Q61475015;Giovanni Costa;author (1947-);[];it
C16117;Giovanni Costa;no;Q87646533;Giovanni Costa;;[];it
C16117;Giovanni Costa;no;Q112379282;Giovanni Costa;;[];it
C16117;Giovanni Costa;no;Q130774435;Giovanni Costa;;[];it
C16117;Giovanni Costa;no;Q136999807;Giovanni Costa;;[];it
C16117;Giovanni Costa;no;Q3767057;Giovanni Costantini;;[];it
C16117;Giovanni Costa;no;Q3107149;Giovanni Costanzo Caracciolo;Italian cardinal;[];it
C16117;Giovanni Costa;no;Q24335474;Giovanni Costantini;Italian painter (1872-1947);[];it
C16117;Giovanni Costa;no;Q111382135;Giovanni Costantino;Italian football coach;[];it
C16117;Giovanni Costa;no;Q63893656;Giovanni Costantino;Italian politician;[];it
C16117;Giovanni Costa;no;Q3767059;Giovanni Costanzo;Italian association football player (1915-1961);[];it
C16117;Giovanni Costa;no;Q5563824;Giovanni Costanzi;Italian gem-engraver;[];it
C16117;Giovanni Costa;no;Q3767061;Giovanni Costariol;Italian association football player (1937–2022);[];it
C16175;Primo Costa;no;;;;;
C16278;Mario Costantini;no;Q91605070;Mario Costantini;researcher (ORCID 0000-0001-9302-8536);[];it
C16390;Federico Cotar;no;;;;;
C16405;Zeliko Cotic;no;;;;;
C16801;Giuseppe Secondo Crescimone;no;;;;;
C16801;Giuseppe Crescimone;yes;;;;;
C16801;Secondo Crescimone;yes;;;;;
C16814;Giorgio Cresi;no;;;;;
C16917;Emilio Cricchiutti;no;;;;;
C17079;Baldassarre Cristodaro;no;;;;;
C17322;Angelo Crotti;no;Q111503910;Angelo Crotti di Costigliole;;[];it
C17334;Pietro Paolo Crotti;no;;;;;
C17334;Pietro Crotti;yes;;;;;
C17334;Paolo Crotti;yes;;;;;
C17357;Pietro Cruccianelli;no;;;;;
C17575;Paolo Cugnini;no;;;;;
C17634;Vincenzo Cullari;no;;;;;
C17816;Torquato Curotti;no;;;;;
C17839;Almerigo Curti;no;;;;;
D00425;Antonio D'Aquino;no;Q23855502;Antonio d'Aquino;Roman Catholic archbishop;[];it
D00425;Antonio D'Aquino;no;Q134304964;Antonio D'Aquino;;[];it
D00425;Antonio D'Aquino;no;Q116004154;Antonio d'Aquino, Signore di Grottaminarda;Abt 1350 - 1394;[];it
D00425;Antonio D'Aquino;no;Q131447146;Antonio d'Aquino, Principe di Caramanico;2 Sep 1693 - 8 Mar 1775;[];it
D00427;Biagio Agostino D'Aquino;no;;;;;
D00427;Biagio D'Aquino;yes;;;;;
D00427;Agostino D'Aquino;yes;;;;;
D00579;Ettore D'Innocenzo;no;;;;;
D00708;Monte Gerolamo Angelo Da;no;;;;;
D00708;Monte Da;yes;Q1157724;Mount Dajti;mountain in Albania;['Monte Dajt'];it
D00708;Monte Da;yes;Q1802831;Monte das Gameleiras;municipality of Rio Grande do Norte state, Brazil;[];it
D00708;Monte Da;yes;Q1815821;Mount Darwin;mountain in Andes, Chile;['Monte Darwin'];it
D00708;Monte Da;yes;Q375900;Mount Dama Ali;mountain;['Monte Dama Ali'];it
D00708;Monte Da;yes;Q476966;Mount Dampier;mountain in New Zealand;['Monte Dampier'];it
D00708;Monte Da;yes;Q6920359;Mount Danforth;mountain in Ross Dependency, Antarctica;['Monte Danforth'];it
D00708;Monte Da;yes;Q25393131;Mount Daniel;mountain in Antarctica;['Monte Daniel'];it
D00708;Monte Da;yes;Q93045;Monte Davidoff;American computer programmer;[];it
D00708;Monte Da;yes;Q21477503;Mount Dasinger;;['Monte Dasinger'];it
D00708;Monte Da;yes;Q18505074;Monte dall'Ora;human settlement in San Pietro in Cariano, Province of Verona, Veneto, Italy;[];it
D00708;Monte Da;yes;Q104863876;Mount Damota;highest peak in Wolaita, Ethiopia;['Monte Damot'];it
D00708;Monte Da;yes;Q24031334;Daro Lebu YeTerara Senselet;mountain in Ethiopia;['Monte Daro'];it
D00708;Monte Da;yes;Q31630011;Monte Dauda;mountain in Italy;['monte Dauda'];it
D00708;Monte Da;yes;Q31607292;Mont Dalango;mountain in Togo;['monte Dalango'];it
D00708;Monte Da;yes;Q31633053;Monte Davanti;mountain in Italy;['monte Davanti'];it
D00708;Monte Da;yes;Q31776574;Monte Danciro;mountain in Mozambique;['monte Danciro'];it
D00708;Monte Da;yes;Q31600808;Mont Daski;mountain in Chad;['monte Daski'];it
D00708;Monte Da;yes;Q31600930;Mont Dabara;mountain in Chad;['monte Dabara'];it
D00708;Monte Da;yes;Q31600917;Mont Dabéra;hill in Chad;['monte Dabéra'];it
D00708;Monte Da;yes;Q31781476;Monte Dadze;mountain in Mozambique;['monte Dadze'];it
D00708;Gerolamo Da;yes;Q1440424;Girolamo dai Libri;Italian painter (1474-1555);['Gerolamo dai Libri'];it
D00708;Gerolamo Da;yes;Q286685;Girolamo da Ponte;Italian painter (1566-1621);['Gerolamo dal Ponte'];it
D00708;Gerolamo Da;yes;Q3761200;Gerolamo Landolfi;;['Gerolamo Dandolfi'];it
D00708;Gerolamo Da;yes;Q61476357;Girolamo d'Este;Italian priest, poet and historian (1450-1530);['Gerolamo da Este'];it
D00708;Gerolamo Da;yes;Q55226953;Gerolamo Della Porta;;['Gerolamo da Novara'];it
D00708;Gerolamo Da;yes;Q3761221;Gerolamo da Bavari;Italian writer;[];it
D00708;Gerolamo Da;yes;Q24239758;Gerolamo Da Passano;;[];it
D00708;Gerolamo Da;yes;Q181980;Girolamo da Treviso the Younger;Italian painter (1497-1544);['Gerolamo da Treviso'];it
D00708;Gerolamo Da;yes;Q13518302;Girolamo da Santacroce;16th-century Italian painter (1480–1556);['Gerolamo da Santa Croce'];it
D00708;Gerolamo Da;yes;Q26857698;Girolamo da Vicenza;Italian painter, active ca. 1500;['Gerolamo da Vicenza'];it
D00708;Gerolamo Da;yes;Q2485838;Girolamo da Cremona;Italian painter and illuminator;['Gerolamo da Cremona'];it
D00708;Angelo Da;yes;Q537686;Angelus of Jerusalem;Christian saint;['Angelo da Gerusalemme'];it
D00708;Angelo Da;yes;Q535796;Angelo Damiano;Italian trackcyclist, 1964 Olympic gold tandem;[];it
D00708;Angelo Da;yes;Q2660959;Angelo da Costa Júnior;Brazilian footballer;['Angelo da Costa'];it
D00708;Angelo Da;yes;Q17161649;Angelo Dawkins;American professional wrestler;[];it
D00708;Angelo Da;yes;Q288628;Almost an Angel;1990 film directed by John Cornell;['Angelo da quattro soldi'];it
D00708;Angelo Da;yes;Q56455696;Angelo Dante;researcher;[];it
D00708;Angelo Da;yes;Q352746;Angelo Acciaioli I;Italian bishop;['Angelo da Reggio'];it
D00708;Angelo Da;yes;Q3616927;Angelo Carletti di Chivasso;Franciscan moral theologian;['Angelo da Chivasso'];it
D00708;Angelo Da;yes;Q2529034;Angelo Dall'Oca Bianca;Italian painter (1858-1942);[];it
D00708;Angelo Da;yes;Q10396164;Ângelo da Cunha Pinto;Brazilian-Portuguese chemist;[];it
D00708;Angelo Da;yes;Q4065093;The Angel with Golden Hair;anonymous icon;"[""Angelo dai capelli d'oro""]";it
D00708;Angelo Da;yes;Q2849524;Angelo di Costanzo;Italian poet and historian (1507-1591);['Angelo da Costanzo'];it
D00708;Angelo Da;yes;Q206302;Angelo Daniel;Italian priest;[];it
D00708;Angelo Da;yes;Q64751402;Angelo Fiorini;Roman Catholic bishop (1861-1929);['Angelo da Sassalbo'];it
D00708;Angelo Da;yes;Q108424825;Angelo da Camerino;Roman Catholic patriarch;[];it
D00708;Angelo Da;yes;Q18944997;Angelo Dalla Decima;(1752-1825);[];it
D00708;Angelo Da;yes;Q3616949;Angelo Dalmistro;Italian presbyter (1754-1839);[];it
D00708;Angelo Da;yes;Q47542350;Angelo da Porta Sole;Italian Dominican friar and bishop;[];it
D00708;Angelo Da;yes;Q16526833;Angelo della Pergola;Italian condottiere;['Angelo dal Foco'];it
D00708;Angelo Da;yes;Q26838309;Angelo da Foligno;;[];it
D00799;Giuseppe Dadone;no;;;;;
D00959;Monte Aurelio Dal;no;;;;;
D00959;Monte Dal;yes;Q18505074;Monte dall'Ora;human settlement in San Pietro in Cariano, Province of Verona, Veneto, Italy;[];it
D00959;Monte Dal;yes;Q31607292;Mont Dalango;mountain in Togo;['monte Dalango'];it
D00959;Monte Dal;yes;Q6904726;Monte Clark;American football player and coach (1937-2009);['Monte Dale Clark'];it
D00959;Aurelio Dal;yes;Q86531099;Aurelio Dalla Vecchia;olympic sailor from Italy;[];it
D00959;Aurelio Dal;yes;Q87184045;Aurelio dall'Acqua;Italian jurist-consultant;[];it
D00987;Pozzo Attilio Dal;no;;;;;
D00987;Pozzo Dal;yes;;;;;
D00987;Attilio Dal;yes;;;;;
D01288;Donne Giuseppe Dalle;no;;;;;
D01288;Donne Dalle;yes;;;;;
D01288;Giuseppe Dalle;yes;Q87647326;Giuseppe Franco;Italian painter (1565–1628);['Giuseppe dalle Lodole'];it
D01288;Giuseppe Dalle;yes;Q64733785;Giuseppe Dallepiane;Roman Catholic bishop;[];it
D01508;Giovanni Daneluz;no;;;;;
D01541;Pietro Danetti;no;;;;;
D01576;Antonio Danieli;no;Q27078235;Antonio Danieli;Italian rugby union player (born 1933);[];it
D01576;Antonio Danieli;no;Q58231106;Antonio Danieli;Italian partisan (1926-1944);[];it
D01576;Antonio Danieli;no;Q58232543;Antonio Danieli;Wikimedia disambiguation page;[];it
D01955;Guido De Angelis;yes;Q538488;Guido De Angelis;Italian singer-songwriter and composer;[];it
D01955;Guido De Angelis;yes;Q47171399;Guido De Angelis;researcher;[];it
D01955;Guido De Angelis;yes;Q3779252;Guido De Angelis;Italian journalist, radio host and television presenter;[];it
D02384;Gaetano De Fazio;yes;;;;;
D02444;Ferdinando De Filippi Giuseppe Andrea;yes;;;;;
D02462;Tarquinio De Filippis;yes;;;;;
D02505;Giuseppe De Franchi;no;;;;;
D02780;Gabriele De Luca;yes;Q62659245;Gabriele De Luca;physicist;[];it
D02780;Gabriele De Luca;yes;Q113454083;Gabriele De Luca;filosofo italiano;[];it
D02780;Gabriele De Luca;yes;Q59663800;Gabriele De Luca;researcher ORCID ID = 0000-0003-2918-0124;[];it
D03334;Giuseppe De Pierro;yes;;;;;
D03521;Antonio De Santis;yes;Q59445332;Antonio De Santis;researcher ORCID ID = 0000-0002-8613-8128;[];it
D03521;Antonio De Santis;yes;Q91686973;Antonio de Santis;researcher (ORCID 0000-0002-2720-8595);[];it
D03521;Antonio De Santis;yes;Q19359527;Antonio De Santis;Italian poet;[];it
D03521;Antonio De Santis;yes;Q130477402;Antonio De Santis;;[];it
D03521;Antonio De Santis;yes;Q126373196;Antonio de Santis;Italian composer (18th/19th century);[];it
D03788;Armando De Volpi;yes;;;;;
D03857;Attilio Decamilli;no;;;;;
D04109;Costante Del Bondio;yes;;;;;
D04226;Giuseppe Del Fante;yes;;;;;
D04232;Giuseppe Del Favero;yes;;;;;
D04262;Eugenio Del Gallo;yes;;;;;
D04304;Filiberto Del Guerra;yes;;;;;
D04477;Giuseppe Del Prete;yes;Q64734960;Giuseppe del Prete Belmonte;Roman Catholic bishop (1815-1888);[];it
D04848;Anacleto Dell'Oca;no;;;;;
D05121;Carlo Della Valle;yes;Q3659272;Carlo Della Valle;Italian basketball player;[];it
D05121;Carlo Della Valle;yes;Q30035585;Carlo Della Valle;;[];it
D05257;Pio Delpino;no;;;;;
D05401;Umberto Deotto;no;;;;;
D05459;Girolamo Dernes;no;;;;;
D05755;Crescenzo Di Camillo;yes;;;;;
D05792;Filippo Di Catania;yes;;;;;
D05888;Alfonso Di Credico;yes;;;;;
D05904;Salvatore Di Dillo;yes;;;;;
D05910;Nunzio Di Dio;yes;;;;;
D06069;Cesidio Di Giambattista;yes;;;;;
D06115;Baldassarre Di Giovanni Marino;yes;;;;;
D06117;Ottavio Di Giovanni;yes;;;;;
D06183;Antonio Di Guglielmo Donato;yes;;;;;
D06370;Luigi Di Marzio;no;Q52419996;Luigi Di Marzio;Italian politician;[];it
D06572;Camillo Di Perry;yes;;;;;
D06812;Luigi Di Termini;yes;;;;;
D06881;Massimino Diabeti;no;;;;;
D06923;Calogero Diana;no;;;;;
D06966;Calogero Dibilio;no;;;;;
D06974;Giuseppe Dibisceglia;no;;;;;
D07023;Eurito Dignola;no;;;;;
D07072;Alfredo Dini;no;Q125844188;Alfredo Dinis;;[];it
D07072;Alfredo Dini;no;Q2542209;Alfredo Dinis;Portuguese politician;[];it
D07160;Gustavo Diosono;no;;;;;
D07640;Cesare Alessandro Donati;no;;;;;
D07640;Cesare Donati;yes;Q2899720;Cesare Donati;Italian writer and journalist (1826-1913);[];it
D07640;Alessandro Donati;yes;Q2056290;Alessandro Donati;Italian road bicycle racer (born 1979);[];it
D07640;Alessandro Donati;yes;Q27336380;Alessandro Donati;Italian essayist and translator (1861-1934);[];it
D07640;Alessandro Donati;yes;Q7416855;Sandro Donati;Italian athletics coach (1947-);['Alessandro Donati'];it
D07640;Alessandro Donati;yes;Q20203291;Alessandro Donati;Italian Jesuit and archaeologist (1584-1640);[];it
D07640;Alessandro Donati;yes;Q123907671;Alessandro Donati;Italian chemist and politician (born 1963);[];it
D07640;Alessandro Donati;yes;Q113290002;Alessandro Donati;Wikimedia disambiguation page;[];it
D07666;Espartero Donati;no;;;;;
D07733;Roberto Donati;no;Q2094666;Roberto Donati;Italian sprinter;[];it
D07977;Augusto Dorigoni;no;;;;;
D08059;Ottavio Dottore;no;;;;;
D08227;Antonio Drazinich;no;;;;;
D08481;Giovanni Dundora;no;;;;;
E00244;Giovanni Engheben;no;;;;;
E00288;Beniamino Epifano;no;;;;;
E00457;Silvio Ermolao;no;;;;;
E00491;Alfonso Salvatore Errera;no;;;;;
E00491;Alfonso Errera;yes;;;;;
E00491;Salvatore Errera;yes;;;;;
E00598;Raffaele Esposito;no;Q3407541;Raffaele Esposito;Italian chef;[];it
E00598;Raffaele Esposito;no;Q28745407;Lele;Italian singer-songwriter;['Raffaele Esposito'];it
E00598;Raffaele Esposito;no;Q3929075;Raffaele Esposito;Italian actor;[];it
E00598;Raffaele Esposito;no;Q61108161;Raffaele Esposito;Wikimedia disambiguation page;[];it
E00598;Raffaele Esposito;no;Q101584170;Raffaele Esposito;Italian actor born in 1978;[];it
E00598;Raffaele Esposito;no;Q78071137;Raffaele Esposito;researcher (ORCID 0000-0003-1744-4161);[];it
E00598;Raffaele Esposito;no;Q133686554;Raffaele Esposito;;[];it
E00598;Raffaele Esposito;no;Q91699568;Raffaele Esposito;researcher (ORCID 0000-0002-6706-1129);[];it
F00041;Alberto Fabbri;no;Q42726664;Alberto Fabbri;researcher;[];it
F00041;Alberto Fabbri;no;Q52888512;Alberto Fabbri;;[];it
F00192;Rino Fabbri;no;;;;;
F00306;Gioacchino Fabi;no;;;;;
F00409;Fabio Fabris;no;Q58658958;Fabio Fabris;researcher ORCID ID = 0000-0001-7159-4668;[];it
F00746;Giuseppe Fagioli;no;;;;;
F00868;Nello Falaschi;no;Q10336046;Nello Falaschi;American football player (1913-1986);[];it
F01009;Aniello Faleo;no;;;;;
F01161;Nello Fancelli;no;;;;;
F01231;Emilio Fanigliulo;no;;;;;
F01233;Alfredo Fanin;no;;;;;
F01486;Alfonso Fantuzzi;no;;;;;
F01499;Paolo Fantuzzi;no;;;;;
F01557;Angelo Raffaele Farano;no;;;;;
F01557;Angelo Farano;yes;;;;;
F01557;Raffaele Farano;yes;;;;;
F01587;Giulio Farenzena;no;;;;;
F01740;Pasquale Farnese;no;;;;;
F01786;Duilio Farsetti;no;;;;;
F01849;Fioravante Fascio;no;;;;;
F02024;Egidio Faure;no;;;;;
F02121;Andrea Favaretto;no;;;;;
F02156;Catullo Favati;no;;;;;
F02201;Ettore Favi;no;Q133699613;Ettore Favini;;[];it
F02201;Ettore Favi;no;Q111894762;Ettore Favini. Au revoir;art exhibition;[];it
F02201;Ettore Favi;no;Q133448826;Ettore Favini;artist;[];it
F02433;Angiolo Adolfo Arturo Fedi;no;;;;;
F02433;Angiolo Fedi;yes;Q41733313;Angiolo Fedi;;[];it
F02433;Adolfo Fedi;yes;;;;;
F02433;Arturo Fedi;yes;;;;;
F02606;Ugo Fellini;no;;;;;
F02870;Cesare Ferrai;no;;;;;
F03046;Vincenzo Tito Ferraresi;no;;;;;
F03046;Vincenzo Ferraresi;yes;Q132974250;Vincenzo Ferraresi;;[];it
F03046;Tito Ferraresi;yes;;;;;
F03257;Giovanni Battista Ferrari;no;Q775194;Giovanni Battista Ferrari;Italian botanist, scholar and priest (1584-1655);[];it
F03257;Giovanni Battista Ferrari;no;Q328981;Giovanni Battista Ferrari;Italian cardinal and archbishop (1450 - 1502);[];it
F03257;Giovanni Battista Ferrari;no;Q55227506;Giovan Battista Ferrari;(1732-1806);['Giovanni Battista Ferrari'];it
F03257;Giovanni Battista Ferrari;no;Q52495757;Giovanni Battista Ferrari;Italian painter;[];it
F03257;Giovanni Battista Ferrari;no;Q102075989;Giovanni Battista Ferrari;composer (1808-1845);[];it
F03257;Giovanni Battista Ferrari;no;Q28701864;Giovanni Battista Ferrari;Italian engineer, architect, and entrepreneur who worked in Ukraine;[];it
F03257;Giovanni Battista Ferrari;no;Q139162213;Giovanni Battista Ferrari;;[];it
F03257;Giovanni Battista Ferrari;no;Q106892037;Giovanni Battista Ferrario;Italian painter;[];it
F03257;Giovanni Battista Ferrari;no;Q62519121;Giovanni Battista Ferrari;Wikimedia disambiguation page;[];it
F03257;Giovanni Ferrari;yes;Q382987;Giovanni Ferrari;Italian footballer (1907–1982);[];it
F03257;Giovanni Ferrari;yes;Q41720661;Giovanni Ferrari;researcher (ORCID 0000-0002-8863-2496);[];it
F03257;Giovanni Ferrari;yes;Q3767219;Giovanni Ferrari;Italian artist (1744-1826);[];it
F03257;Giovanni Ferrari;yes;Q20659941;Giovanni Ferrari;Wikimedia disambiguation page;[];it
F03257;Giovanni Ferrari;yes;Q107274739;Giovanni Ferrari;;[];it
F03257;Giovanni Ferrari;yes;Q68903538;Giovanni Ferrari;Roman Catholic bishop;[];it
F03257;Giovanni Ferrari;yes;Q63869886;Giovanni Ferrari;Italian politician;[];it
F03257;Giovanni Ferrari;yes;Q109998045;Giovanni Ferrari;Righteous Among the Nations;[];it
F03257;Giovanni Ferrari;yes;Q133666321;Giovanni Ferrari;Italian author (fl. 1932);[];it
F03257;Giovanni Ferrari;yes;Q101135400;Giovanni Ferrari;researcher ORCID 0000-0002-5405-9046;[];it
F03257;Giovanni Ferrari;yes;Q66802251;Giovanni R. F. Ferrari;British classical scholar and historian of philosophy;['Giovanni Ferrari'];it
F03257;Giovanni Ferrari;yes;Q15924574;Giovanni Ferraris;Italian mineralogist (born 1937);[];it
F03257;Giovanni Ferrari;yes;Q90845;Johannes Ferrarius;German theologian;['Giovanni Ferrario Montani'];it
F03257;Giovanni Ferrari;yes;Q108486728;Giovanni Ferraris;Italian wheelchair fencer;[];it
F03257;Giovanni Ferrari;yes;Q52823359;Giovanni Ferrari - Nemoli;kindergarten in Nemoli, Potenza, Basilicata, Italy;[];it
F03257;Giovanni Ferrari;yes;Q102284159;Giovanni Ferrario;composer;[];it
F03257;Giovanni Ferrari;yes;Q102075989;Giovanni Battista Ferrari;composer (1808-1845);['Giovanni Ferrari'];it
F03257;Giovanni Ferrari;yes;Q112501636;Giovanni R. F. Ferrari;;['Giovanni Ferrari'];it
F03257;Battista Ferrari;yes;;;;;
F03293;Giuseppe Ferrari;no;Q514122;Giuseppe Ferrari;Italian historian, philosopher and politician (1811-1876);[];it
F03293;Giuseppe Ferrari;no;Q15980103;Giuseppe Ferrari;Italian painter (1843-1905);[];it
F03293;Giuseppe Ferrari;no;Q3770539;Giuseppe Ferrari;Wikimedia disambiguation page;[];it
F03293;Giuseppe Ferrari;no;Q92277006;Giuseppe Ferrari;Italian politician;[];it
F03293;Giuseppe Ferrari;no;Q3770540;Giuseppe Ferrari;Italian teacher, magistrate and jurist (1912-1999);[];it
F03293;Giuseppe Ferrari;no;Q94891581;Giuseppe Ferrari;military choir master;[];it
F03293;Giuseppe Ferrari;no;Q15711211;Giuseppe Ferrari;Italian humanist and abbot;[];it
F03293;Giuseppe Ferrari;no;Q52728000;Giuseppe Ferrari;Italian sculptor from Ferrara (1804-1864);[];it
F03293;Giuseppe Ferrari;no;Q3770537;Giuseppe Ferrari;Italian association football player;[];it
F03293;Giuseppe Ferrari;no;Q3770538;Giuseppe Ferrari;Italian footballer (1913-1943);[];it
F03293;Giuseppe Ferrari;no;Q102287656;Giuseppe Ferrari;librettist;[];it
F03293;Giuseppe Ferrari;no;Q93246656;Giuseppe Ferrari;history teacher;[];it
F03293;Giuseppe Ferrari;no;Q115948907;Giuseppe Ferrari;Italian physicist (born 1953);[];it
F03293;Giuseppe Ferrari;no;Q115948585;Giuseppe Ferrari;Italian accountant and politician (1842-1926);[];it
F03293;Giuseppe Ferrari;no;Q115948579;Giuseppe Ferrari;Italian Franciscan friar (1952-2022);[];it
F03293;Giuseppe Ferrari;no;Q24206564;Giuseppe Ferrari;Italian psychotherapist (1976-), President of the Italian Society of Integrated Psychotherapy;[];it
F03293;Giuseppe Ferrari;no;Q115948575;Giuseppe Ferrari;Italian sociologist (born 1951);[];it
F03293;Giuseppe Ferrari;no;Q115948608;Giuseppe Ferrari;Italian priest and theologian (1913-1990);[];it
F03293;Giuseppe Ferrari;no;Q132924940;Giuseppe Ferrari;neurologist (1935-);[];it
F03293;Giuseppe Ferrari;no;Q52728108;Giuseppe Ferrari;Italian painter, born 1921;[];it
F03313;Leonardo Giovanni Ferrari;no;;;;;
F03313;Leonardo Ferrari;yes;Q15207383;Leonardo Ferrari Carissimi;Italian film director;[];it
F03313;Giovanni Ferrari;yes;Q382987;Giovanni Ferrari;Italian footballer (1907–1982);[];it
F03313;Giovanni Ferrari;yes;Q41720661;Giovanni Ferrari;researcher (ORCID 0000-0002-8863-2496);[];it
F03313;Giovanni Ferrari;yes;Q3767219;Giovanni Ferrari;Italian artist (1744-1826);[];it
F03313;Giovanni Ferrari;yes;Q20659941;Giovanni Ferrari;Wikimedia disambiguation page;[];it
F03313;Giovanni Ferrari;yes;Q107274739;Giovanni Ferrari;;[];it
F03313;Giovanni Ferrari;yes;Q68903538;Giovanni Ferrari;Roman Catholic bishop;[];it
F03313;Giovanni Ferrari;yes;Q63869886;Giovanni Ferrari;Italian politician;[];it
F03313;Giovanni Ferrari;yes;Q109998045;Giovanni Ferrari;Righteous Among the Nations;[];it
F03313;Giovanni Ferrari;yes;Q133666321;Giovanni Ferrari;Italian author (fl. 1932);[];it
F03313;Giovanni Ferrari;yes;Q101135400;Giovanni Ferrari;researcher ORCID 0000-0002-5405-9046;[];it
