cpc_id;query;variant;qid;label;description;aliases;lang
B01852;Marcello Ballig;no;;;;;
B02129;Paolo Isidoro Bandiera;no;;;;;
B02129;Paolo Bandiera;yes;Q94406155;Paolo Bandiera;;[];it
B02129;Isidoro Bandiera;yes;;;;;
B02212;Enzo Banfi;no;;;;;
B02274;Guerriero Banzi;no;;;;;
B02486;Enrico Barazzini;no;;;;;
B02748;Mario Barbero;no;Q105492461;Mario T. Barbero;;['Mario Barbero'];it
B02748;Mario Barbero;no;Q33264373;Mario Barbero;;[];it
B02973;Cesare Barbini;no;;;;;
B03046;Giosuè Barcacci;no;;;;;
B03057;Rolando Barcellini;no;;;;;
B03207;Egisto Barducci;no;;;;;
B03238;Carlo Pietro Barello;no;;;;;
B03238;Carlo Barello;yes;;;;;
B03238;Pietro Barello;yes;;;;;
B03327;Angelo Bari;no;Q3616876;Angelo Barile;Italian poet;[];it
B03327;Angelo Bari;no;Q111262281;Angelo Barile, prima della poesia;;[];it
B03327;Angelo Bari;no;Q108448482;Angelo Barili;bishop of the Roman Catholic Church;[];it
B03377;Francesco Barile;no;Q123907985;Francesco Barile;researcher;[];it
B03650;Fortunato Baroni;no;;;;;
B03755;Ettore Giacomo Luigi Barozzi;no;;;;;
B03755;Ettore Barozzi;yes;;;;;
B03755;Giacomo Barozzi;yes;Q297565;Giacomo Barozzi da Vignola;Italian architect (1507–1573);['Giacomo Barozzi'];it
B03755;Giacomo Barozzi;yes;Q55281872;Iacopo Barozzi;venetian aristocrat;['Giacomo Barozzi di San Moisè'];it
B03755;Luigi Barozzi;yes;;;;;
B03800;Antonio Barretta;no;Q64733540;Antonio Barretta;roman-catholic archbishop (1759-1835);[];it
B03916;Orlando Bartalucci;no;;;;;
B03935;Enrico Bartocci;no;;;;;
B04291;Luigi Baruzzi;no;;;;;
B04426;Luisa Basile;no;;;;;
B04460;Romeo Basili;no;;;;;
B04494;Vittorio Giuseppe Basoni;no;;;;;
B04494;Vittorio Basoni;yes;;;;;
B04494;Giuseppe Basoni;yes;;;;;
B04544;Emma Bassano;no;;;;;
B04668;Giovanni Battista Bassilani;no;;;;;
B04668;Giovanni Bassilani;yes;;;;;
B04668;Battista Bassilani;yes;;;;;
B04681;Michele Bassino;no;;;;;
B04731;Lelio Basso;no;Q3229281;Lelio Basso;Italian democratic socialist politician and journalist (1903-1978);[];it
B04747;Romeo Basso;no;Q133645970;Romeo Bassoli;;[];it
B04859;Remo Bastoni;no;;;;;
B05185;Enrico Battistotti;no;;;;;
B05292;Zoran Albino Bavcar;no;;;;;
B05292;Zoran Bavcar;yes;;;;;
B05292;Albino Bavcar;yes;;;;;
B05477;Bruno Becattini;no;;;;;
B05507;Clemente Stefano Beccari;no;;;;;
B05507;Clemente Beccari;yes;;;;;
B05507;Stefano Beccari;yes;Q138314478;Stefano Beccari;;[];it
B05534;Fortunato Becchetti;no;;;;;
B05603;Giuseppe Becorpi;no;;;;;
B05879;Carlo Belcredi;no;;;;;
B06043;Mario Bellati;no;Q2156253;Mario Bellatin;Mexican writer;[];it
B06165;Luigi Bellezza;no;;;;;
B06268;Luigi Bellillo;no;;;;;
B06376;Serafino Bellini;no;;;;;
B06418;Pasquale Bellizzi;no;;;;;
B06592;Romolo Bellotti;no;;;;;
B06640;Leopoldo Bellucci;no;;;;;
B06666;Oscar Belluco;no;;;;;
B06750;Giorgio Beltrame;no;;;;;
B06792;Maurizio Beltrami;no;;;;;
B07061;Antonio Bendistinto;no;;;;;
B07193;Pietro Benedetti;no;Q64682891;Pietro Benedetti;Roman-Catholic archbishop (1867-1930);[];it
B07193;Pietro Benedetti;no;Q3903690;Pietro Benedetti;Italian opera singer;[];it
B07193;Pietro Benedetti;no;Q19984569;Pietro Benedetti;sentenced to death during the World War II;[];it
B07193;Pietro Benedetti;no;Q122874551;Pietro Benedetti;Italian footballer (1926-2022);[];it
B07193;Pietro Benedetti;no;Q106989081;Piero Benedetti;Italian composer (ca. 1585-1649);['Pietro Benedetti'];it
B07193;Pietro Benedetti;no;Q137119471;Pietro Benedetti;;[];it
B07193;Pietro Benedetti;no;Q134347807;Pietro Benedetti;Italian opera singer (fl. 1669);[];it
B07193;Pietro Benedetti;no;Q139454474;Pietro Benedetti;film editor;[];it
B07193;Pietro Benedetti;no;Q139392868;Pietro Benedetti;Wikimedia disambiguation page;[];it
B07293;Marino Benesperi;no;;;;;
B07322;Teresa Benetti;no;;;;;
B07798;Michele Costantino Berdini;no;;;;;
B07798;Michele Berdini;yes;;;;;
B07798;Costantino Berdini;yes;;;;;
B07996;Gino Bergonzi;no;;;;;
B08062;Enrico Berlinguer;no;Q164995;Enrico Berlinguer;Italian politician (1922–1984);[];it
B08062;Enrico Berlinguer;no;Q3725621;Enrico Berlinguer, Sr.;Italian politician and lawyer (1850-1915);['Enrico Berlinguer'];it
B08062;Enrico Berlinguer;no;Q47509109;Enrico Berlinguer;painting by Jim Sharpe;[];it
B08062;Enrico Berlinguer;no;Q47512657;Enrico Berlinguer;painting by Ross Barron Storey;[];it
B08314;Ferruccio Bernardini;no;Q3743767;Ferruccio Bernardini;Italian politician;[];it
B08581;Mario Berra;no;Q90875660;Mario Berra;researcher (ORCID 0000-0003-2405-3062);[];it
B08664;Guido Bersani;no;;;;;
B08704;Giovanni Berta;no;Q3766815;Giovanni Berta;Kingdom of Italy politician (1894–1921);[];it
B08704;Giovanni Berta;no;Q63965993;Giovanni Berta;Italian politician, born 1866;[];it
B08704;Giovanni Berta;no;Q454112;Giovanni Bertati;Italian librettist;[];it
B08704;Giovanni Berta;no;Q3766817;Giovanni Bertacchi;Italian poet, teacher and literary critic (1869–1942);[];it
B08704;Giovanni Berta;no;Q63891035;Giovanni Battista Bertazzi;Italian politician;['Giovanni Bertazzi'];it
B08704;Giovanni Berta;no;Q41566766;Giovanni Bertachini;(1448-1497);[];it
B08704;Giovanni Berta;no;Q92098241;Giovanni Bertalot;researcher (ORCID 0000-0002-4862-7705);[];it
B08704;Giovanni Berta;no;Q85863139;Giovanni Bertacchi;;[];it
B08704;Giovanni Berta;no;Q98754409;Giovanni Bertazzoni;Painter, engraver and set designer;[];it
B08704;Giovanni Berta;no;Q87335517;Giovanni Bertari;;[];it
B08904;Giacomo Bertello;no;;;;;
B09176;Guglielmo Pasquale Bertinotti;no;;;;;
B09176;Guglielmo Bertinotti;yes;;;;;
B09176;Pasquale Bertinotti;yes;;;;;
B09413;Francesco Bertolini;no;Q56850281;Francesco Bertolini;Italian hematologist (born 1961);[];it
B09413;Francesco Bertolini;no;Q15982982;Francesco Bertolini;Italian film director;[];it
B09413;Francesco Bertolini;no;Q5574481;Francesco Bertolini;Italian historian (1836-1909);[];it
B09413;Francesco Bertolini;no;Q109923256;Francesco Bertolini;Italian hellenist (born 1949);[];it
B09413;Francesco Bertolini;no;Q109867832;Francesco Bertolini;Italian economist (born 1964);[];it
B09413;Francesco Bertolini;no;Q135412111;Francesco Bertolini;jurist, university teacher (1959-);[];it
B09413;Francesco Bertolini;no;Q136239604;Francesco Bertolini;Italian basketball player (born 2001);[];it
B09413;Francesco Bertolini;no;Q133473151;Francesco Bertolini;Wikimedia disambiguation page;[];it
B09572;Giovanni Battista Bertone;no;Q3766583;Giovanni Battista Bertone;Italian politician (1874-1969);[];it
B09572;Giovanni Bertone;yes;Q1369206;Giovanni Bertone;Italian automobile designer;[];it
B09572;Battista Bertone;yes;;;;;
B09674;Alfredo Bertozzi;no;;;;;
B09817;Giuseppe Besin;no;;;;;
B09830;Adelmo Bessi;no;;;;;
B09899;Alfredo Bettazzi;no;;;;;
B09989;Giuseppe Bettin;no;Q110504049;Giuseppe Bettinelli;m. 1777;[];it
B10041;Vittorio Amedeo Bettini;no;;;;;
B10041;Vittorio Bettini;yes;;;;;
B10041;Amedeo Bettini;yes;;;;;
B10093;Antonio Bevacqua;no;Q111596999;Antonio Bevacqua;Italian politician;[];it
B10569;Carlo Bianchi;no;Q3659078;Carlo Bianchi;Italian engineer (1912–1944);[];it
B10569;Carlo Bianchi;no;Q63923166;Carlo Bianchi;Dutch scientific instrument maker (1750–1830);[];it
B10569;Carlo Bianchi;no;Q1443850;Carlo Bianchi;Italian footballer;[];it
B10569;Carlo Bianchi;no;Q6978216;Carlo Bianchi;Italian association football player;[];it
B10569;Carlo Bianchi;no;Q125316115;Carlo Bianchi;Italian architect;[];it
B10569;Carlo Bianchi;no;Q136239625;Carlo Bianchi;Italian basketball player (born 1982);[];it
B10569;Carlo Bianchi;no;Q54553295;Carlo Bianchini;Associate Professor in LIS at Pavia University, (Department of Musicology and Cultural Heritage, Cremona);[];it
B10569;Carlo Bianchi;no;Q63749788;Carlo Bianchi di Castagnè;Italian politician;[];it
B10569;Carlo Bianchi;no;Q108896976;Carlo Bianchini;Italian architect (1962-);[];it
B10569;Carlo Bianchi;no;Q124766664;Carlo Bianchini;Italian author (19th-20th century);[];it
B10569;Carlo Bianchi;no;Q40933056;Carlo Bianchi;scientific article published on May 1, 1978;[];it
B10569;Carlo Bianchi;no;Q106639641;Carlo Bianchi;Wikimedia disambiguation page;[];it
B10569;Carlo Bianchi;no;Q104163490;Carlo Bianchini - Book number: uno strumento per l’organizzazione delle collezioni;review published in Biblioteche Oggi;[];it
B10569;Carlo Bianchi;no;Q106246312;Carlo Bianchini, Riflessioni sull'universo bibliografico;review published on Biblioteche oggi in 2006;[];it
B10569;Carlo Bianchi;no;Q104164243;Carlo Bianchini, Mauro Guerrini, con la collaborazione di Andrea Capaccioni, Guida alla biblioteca per gli studenti universitari, Milano, Editrice Bibliografica, 2019, 232 p., ill.;review published in Biblioteche Oggi;[];it
B10569;Carlo Bianchi;no;Q95845782;Carlo Bianchino;actor;[];it
B10867;Giovanni Battista Bianchini;no;Q55225646;Giovanni Battista Bianchini;;[];it
B10867;Giovanni Battista Bianchini;no;Q61483680;Giovanni Battista Bianchini;author (floruit 1562);[];it
B10867;Giovanni Bianchini;yes;Q1525965;Giovanni Bianchini;Italian astronomer;[];it
B10867;Giovanni Bianchini;yes;Q133933528;Giovanni Bianchini;;[];it
B10867;Giovanni Bianchini;yes;Q124864025;Giovanni Bianchini, tabulae astronomicae (cum canonibus).;;[];it
B10867;Giovanni Bianchini;yes;Q124864026;Giovanni Bianchini, tabulae astronomicae, cum canonibus.;;[];it
B10867;Battista Bianchini;yes;;;;;
B10973;Giuseppe Biancolini;no;;;;;
B11288;Raffaele Bigardi;no;;;;;
B11291;Armando Bigarelli;no;;;;;
B11493;Russo Vincenzo Bilic;no;;;;;
B11493;Russo Bilic;yes;;;;;
B11493;Vincenzo Bilic;yes;;;;;
B11666;Cima Paolo Bini;no;;;;;
B11666;Cima Bini;yes;;;;;
B11666;Paolo Bini;yes;Q135913342;Paolo Bini;;[];it
B11843;Giuseppe Biorci;no;Q97457672;Giuseppe Biorci;Italian electrotechnician (1930-2002);[];it
B12029;Raffaele Bisignani;no;;;;;
B12036;Carlo Felice Bisio;no;;;;;
B12036;Carlo Bisio;yes;Q64759786;Carlo Bisio;Italian psychologist;[];it
B12036;Felice Bisio;yes;;;;;
B12113;Vincenzo Bitenc;no;;;;;
B12298;Attilio Blasi;no;;;;;
B12356;Giuseppe Blazic;no;;;;;
B12571;Carlo Boccardo;no;;;;;
B12971;Alfredo Bojocchi;no;;;;;
B13179;Pietro Paolo Antonio Bologna;no;;;;;
B13179;Pietro Bologna;yes;Q115538065;Pietro Bologna;Italian politician;[];it
B13179;Paolo Bologna;yes;Q2050314;Paolo Bologna;Italian film director and screenwriter;[];it
B13179;Paolo Bologna;yes;Q133633462;Paolo Bologna;;[];it
B13179;Antonio Bologna;yes;;;;;
B13191;Armando Bolognesi;no;;;;;
B13272;Luigi Giuseppe Bolzani;no;;;;;
B13272;Luigi Bolzani;yes;;;;;
B13272;Giuseppe Bolzani;yes;Q85093502;Giuseppe Bolzani;;[];it
B13427;Angelo Bonadei;no;;;;;
B13448;Ignazio Giuseppe Bonafini;no;;;;;
B13448;Ignazio Bonafini;yes;;;;;
B13448;Giuseppe Bonafini;yes;;;;;
B13524;Carlo Alberto Bonanni;no;;;;;
B13524;Carlo Bonanni;yes;;;;;
B13524;Alberto Bonanni;yes;;;;;
B13526;Cesare Bonanni;no;;;;;
B13659;Mario Bonatti;no;;;;;
B13676;Giovanni Battista Bonavera;no;;;;;
B13676;Giovanni Bonavera;yes;;;;;
B13676;Battista Bonavera;yes;;;;;
B13773;Silestro Bondavalli;no;;;;;
B13819;Giuseppe Leonardo Defendente Bondoni;no;;;;;
B13819;Giuseppe Bondoni;yes;;;;;
B13819;Leonardo Bondoni;yes;;;;;
B13819;Defendente Bondoni;yes;;;;;
B13841;Carlo Bonelli;no;Q496033;Carlo Bonelli;Italian cardinal;[];it
B13846;Domenico Bonelli;no;Q116104482;Domenico Bonelli;;[];it
B14041;Giuseppe Bongarzoni;no;;;;;
B14619;Giuseppe Bordes;no;;;;;
B14874;Alfredo Borghi;no;;;;;
B14876;Angelo Borghi;no;Q93220081;Angelo Borghino;theologian, university teacher (1958-);[];it
B15099;Angelo Borioli;no;;;;;
B15174;Filomena Borrelli;no;;;;;
B15209;Preziosa Borri;no;;;;;
B15315;Agostino Borsettino;no;;;;;
B15571;Bisio Aristide Boschi;no;;;;;
B15571;Bisio Boschi;yes;;;;;
B15571;Aristide Boschi;yes;;;;;
B15665;Umberto Boscoli;no;;;;;
B15993;Eugenio Bottani;no;;;;;
B16102;Oreste Carlo Mario Botti;no;;;;;
B16102;Oreste Botti;yes;;;;;
B16102;Carlo Botti;yes;Q63750051;Carlo Botticelli;Italian politician (1818-1900);[];it
B16102;Carlo Botti;yes;Q23818765;Carlo Bottiglioni;;[];it
B16102;Carlo Botti;yes;Q133677019;Carlo Bottigelli;;[];it
B16102;Mario Botti;yes;;;;;
B16215;Giuseppe Edoardo Bovcon;no;;;;;
B16215;Giuseppe Bovcon;yes;;;;;
B16215;Edoardo Bovcon;yes;;;;;
B16347;Nicola Bozicov;no;;;;;
B16847;Francesco Bramucci;no;;;;;
B17108;Antonio Bratuz;no;;;;;
B17144;Luigi Bravin;no;;;;;
B17221;Joze Bregar;no;;;;;
B17488;Angelo Briccola;no;;;;;
B17571;Secondo Brighi;no;;;;;
B17723;Mate Britviv;no;;;;;
B17853;Alfredo Brogi;no;;;;;
B17922;Mario Brondi;no;;;;;
B17924;Virgilio Brondi;no;;;;;
B17977;G Battista Brovedani;no;;;;;
B17977;G Brovedani;yes;;;;;
B17977;Battista Brovedani;yes;;;;;
B18011;Antonio Brucato;no;Q57037188;Antonio Brucato;researcher;[];it
B18292;Bruno Bruni;no;Q119086;Bruno Bruni;Italian high jumper;[];it
B18292;Bruno Bruni;no;Q429982;Bruno Bruni;Italian painter and sculptor (born 1935);[];it
B18292;Bruno Bruni;no;Q174569;Bruno Bruni;Wikimedia disambiguation page;[];it
B18292;Bruno Bruni;no;Q98636651;Vito Levi;Italian musicologist and composer (1899–2002);['Bruno Bruni'];it
B18292;Bruno Bruni;no;Q58230945;Bruno Bruni;Italian partisan;[];it
B18292;Bruno Bruni;no;Q21207397;Bruno Bruni;;[];it
B18292;Bruno Bruni;no;Q114890143;Bruno Bruni;Italian photographer and poet;[];it
B18292;Bruno Bruni;no;Q87747912;Bruno Bruni;Italian historian and theologian (1714-1796);[];it
B18292;Bruno Bruni;no;Q127271850;Bruno Bruni;Italian architect;[];it
B18292;Bruno Bruni;no;Q133702368;Bruno Bruni;;[];it
B18292;Bruno Bruni;no;Q993096;Bruno Bruni Jr.;Italian actor;[];it
B18292;Bruno Bruni;no;Q3645668;Bruno Brunini;Italian poet and writer;[];it
B18292;Bruno Bruni;no;Q75869889;Bruno Bruni;scientific article published on 01 April 1951;[];it
B18570;Luigi Bruschi;no;;;;;
B18822;Bianca Bucciarelli;no;;;;;
B18861;Giuseppe Buchel;no;;;;;
B18866;Ulderico Buchi;no;;;;;
B19033;Giuseppe Bufolin;no;;;;;
B19216;Luigi Bulleri;no;Q17453225;Luigi Bulleri;Italian politician;[];it
B19226;Rino Bullini;no;;;;;
B19266;Giuseppe Buonanoma;no;;;;;
B19366;Oreste Alfonso Burato;no;;;;;
B19366;Oreste Burato;yes;;;;;
B19366;Alfonso Burato;yes;;;;;
B19605;Giuseppe Buscaglia;no;Q114403124;Giuseppe Buscaglia;researcher;[];it
B19903;Fioravante Buttignol;no;;;;;
B19983;Luigi Buzzi;no;Q109728747;Luigi Buzzi;;[];it
B19983;Luigi Buzzi;no;Q3839398;Luigi Buzzi Leone;Italian sculptor (1823-1909);[];it
C00105;Oreste Paolo Caccia;no;;;;;
C00105;Oreste Caccia;yes;;;;;
C00105;Paolo Caccia;yes;Q24065962;Paolo Caccia;Italian politician;[];it
C00105;Paolo Caccia;yes;Q445434;Paolo Caccia Dominioni;Italian resistance member (1896–1992);[];it
C00105;Paolo Caccia;yes;Q3893829;Paolo Cacciari;Italian politician;[];it
C00105;Paolo Caccia;yes;Q130287458;Paolo Cacciari;;[];it
C00500;Angelo Calabresi;no;;;;;
C00579;Angelo Calanna;no;;;;;
C00623;Dante Calcagno;no;;;;;
C00911;Calogero Callaci;no;;;;;
C00981;Albino Calletti;no;;;;;
C01071;Guido Calogero;no;Q3754034;Guido Calogero;Italian philosopher and politician (1904-1986);[];it
C01336;Michelangelo Camardo;no;;;;;
C01490;Rovigo Camici;no;;;;;
C01502;Agostino Camilli;no;;;;;
C01535;Pietro Caminati;no;;;;;
C01698;Francesco Campana;no;Q84138503;Francesco Campana;volleyball player;[];it
C01698;Francesco Campana;no;Q3749713;Francesco Campana;Italian statesman and secretary of Cosimo de Medici;[];it
C01698;Francesco Campana;no;Q3749712;Francesco Campana;;[];it
C01698;Francesco Campana;no;Q33167474;Francesco Campanari;Italian Roman Catholic prelate;[];it
C01773;Pietro Campani;no;;;;;
C01903;Cesare Campioli;no;Q18811826;Cesare Campioli;Italian politician and entrepreneur;[];it
C01906;Pietro Campione;no;;;;;
C02448;Giuseppe Canino;no;;;;;
C02472;Francesco Cannataro;no;;;;;
C02565;Pietro Canova;no;;;;;
C02603;Luigi Aldo Cantalupi;no;;;;;
C02603;Luigi Cantalupi;yes;;;;;
C02603;Aldo Cantalupi;yes;;;;;
C02628;Federico Cantarelli;no;;;;;
C02695;Ginetto Cantini;no;;;;;
C02712;Pasquale Cantino;no;;;;;
C02907;Massimo Capara;no;;;;;
C02930;Amerigo Capecchi;no;;;;;
C03128;Ermenegildo Capobianchi;no;;;;;
C03563;Paolo Cappuccino;no;;;;;
C03592;Ludovico Capra;no;;;;;
C03866;Pietro Carai;no;;;;;
C03901;Domenico Vincenzo Caranci;no;;;;;
C03901;Domenico Caranci;yes;;;;;
C03901;Vincenzo Caranci;yes;;;;;
C03977;Luigi Caravati;no;;;;;
C04301;Giuseppe Carducci;no;;;;;
C04469;Giuseppe Libero Carini;no;;;;;
C04469;Giuseppe Carini;yes;;;;;
C04469;Libero Carini;yes;;;;;
C04574;Oreste Carletti;no;;;;;
C04631;Pietro Carli;no;Q25344512;Pietro Carlo;Roman Catholic bishop;['Pietro Carli'];it
C04631;Pietro Carli;no;Q133644479;Pietro Carlini;;[];it
C04672;Leonardo Carlini;no;;;;;
C04924;Emilia Carnevali;no;;;;;
C05064;Guido Carosini;no;;;;;
C05123;Emilio Carpanelli;no;;;;;
C05244;Michele Carrano;no;;;;;
C05384;Francesco Carroni;no;;;;;
C05459;Umberto Carubini;no;;;;;
C05506;Domenico Caruso;no;Q3712945;Domenico Caruso;Italian writer;[];it
C05623;Lucchini Primo Casadei;no;;;;;
C05623;Lucchini Casadei;yes;;;;;
C05623;Primo Casadei;yes;;;;;
C05674;Augusto Casadio;no;;;;;
C05831;Celso Casali;no;;;;;
C05985;Ignazio Casarino;no;;;;;
C06019;Achille Casati;no;;;;;
C06185;Ettore Casetti;no;;;;;
C06201;O Casinerio Angelo Casineri;no;;;;;
C06201;O Casineri;yes;;;;;
C06201;Casinerio Casineri;yes;;;;;
C06201;Angelo Casineri;yes;;;;;
C06441;Giovanni Cassinelli;no;Q107003777;Giovanni Cassinelli;stonemason;[];it
C06725;Cesare Castellano;no;Q93245644;Cesare Castellano;;[];it
C06735;Michele Castellano;no;Q60618029;Michele Castellano;Italian astrophysicist;[];it
C06735;Michele Castellano;no;Q95742175;Michele Castellano;;[];it
C06776;Alfredo Castelli;no;Q2577273;Alfredo Castelli;writer (1947–2024);[];it
C06964;Mario Castorina;no;;;;;
C07017;Casimiro Casucci;no;Q16537758;Casimiro Casucci;Italian politician;[];it
C07035;Edmondo Ernesto Catalani;no;;;;;
C07035;Edmondo Catalani;yes;;;;;
C07035;Ernesto Catalani;yes;;;;;
C07303;Giuseppe Cattaneo;no;Q16862219;Giuseppe Cattaneo;Italian association football player;[];it
C07303;Giuseppe Cattaneo;no;Q1609666;Giuseppe Cattaneo;Italian footballer;[];it
C07303;Giuseppe Cattaneo;no;Q111600333;Giuseppe Cattaneo;Italian computer scientist;[];it
C07303;Giuseppe Cattaneo;no;Q131191918;Giuseppe Cattaneo;;[];it
C07303;Giuseppe Cattaneo;no;Q16560698;Giuseppe Cattaneo della Volta;Italian politician;[];it
C07502;Mario Cavalcoli;no;;;;;
C07747;Alberto Mario Cavallotti;no;Q3608423;Alberto Mario Cavallotti;Italian politician (1907–1994);[];it
C07747;Alberto Cavallotti;yes;;;;;
C07747;Mario Cavallotti;yes;;;;;
C07864;Valdimiro Celestino Cavedoni;no;;;;;
C07864;Valdimiro Cavedoni;yes;;;;;
C07864;Celestino Cavedoni;yes;Q440380;Celestino Cavedoni;Italian archaeologist (1795-1865);[];it
C07864;Celestino Cavedoni;yes;Q136745571;Celestino Cavedoni;Italian military and fascist (1890-1922);[];it
C08168;Vinicio Ceccarini;no;;;;;
C08421;Giovanni Ceci;no;Q3766995;Giovanni Cecini;Italian historian (born 1979);[];it
C08599;Antonio Cella;no;Q133602379;Antonio Cellai;;[];it
C08599;Antonio Cella;no;Q606143;Antonio del Giudice;Spanish diplomat and noble (1657-1733);['Antonio Cellamare'];it
C08600;Carlo Cella;no;;;;;
C09028;Mose' Cereseto;no;;;;;
C09073;Ernesta Ceriana;no;;;;;
C09122;Salvatore Cerioli;no;;;;;
C09247;Antero Ceron;no;;;;;
C09403;Virgilio Cerulli;no;;;;;
C09734;Luigi Cestaro;no;;;;;
C10063;Elio Chianesi;no;Q30554685;Elio Chianesi;;[];it
C10428;Eugenio Chiesa;no;Q3734314;Eugenio Chiesa;Italian politician (1863–1930);[];it
C10428;Eugenio Chiesa;no;Q52904629;Eugenio Chiesa;primary school in Carrara, Massa-Carrara, Tuscany, Italy;[];it
C10459;Vittorio Chiesa;no;Q112508718;Vittorio Chiesa;;[];it
C10509;Giuseppe Chimenti;no;;;;;
C10566;Leopoldo Chiocchia;no;;;;;
C10586;Ettore Chiodi;no;;;;;
C10651;Adolfo Chiossone;no;;;;;
C10665;Teresa Lavinia Chiozzi;no;;;;;
C10665;Teresa Chiozzi;yes;;;;;
C10665;Lavinia Chiozzi;yes;;;;;
C10749;Gennaro Chiummiello;no;;;;;
C10864;Nazzareno Giovanni Cialli;no;;;;;
C10864;Nazzareno Cialli;yes;;;;;
C10864;Giovanni Cialli;yes;;;;;
C10965;Vincenzo Ciancio;no;;;;;
C11020;Vincenzo Ciani;no;Q123274914;Vincenzo Ciani;Italian mathematician (1867-1953);[];it
C11165;Edoardo Ciavatta;no;;;;;
C11615;Tito Cimini;no;;;;;
C11993;Paolina Cipolla;no;;;;;
C12633;Anna Maria Cobbe;no;;;;;
C12633;Anna Cobbe;yes;Q75866649;Anna Cobbe;Peerage person ID=366500;[];it
C12633;Maria Cobbe;yes;;;;;
C12646;Francesco Paolo Cocca;no;;;;;
C12646;Francesco Cocca;yes;Q3749797;Francesco Coccapieller;Italian journalist and politician (1831–1901);[];it
C12646;Paolo Cocca;yes;Q64746024;Paolo Coccapani;Roman Catholic bishop;[];it
C12653;Luigi Cocchella;no;;;;;
C12858;Ernesto Coddi;no;;;;;
C12866;Anacleto Pietro Codeghini;no;;;;;
C12866;Anacleto Codeghini;yes;;;;;
C12866;Pietro Codeghini;yes;;;;;
C13500;Antonio Pietro Colombini;no;;;;;
C13500;Antonio Colombini;yes;;;;;
C13500;Pietro Colombini;yes;;;;;
C13510;Lidia Colombini;no;;;;;
C13724;Dorino Colonnata;no;;;;;
C13983;Ermenegildo Comoglio;no;;;;;
C14090;Giacomo Conca;no;Q3105043;Giacomo Conca;Italian painter (1787-1852);[];it
C14090;Giacomo Conca;no;Q137031447;Giacomo Conca;;[];it
C14112;Silvio Concato;no;;;;;
C14132;Guido Conci;no;;;;;
C14242;Aldo Congiu;no;;;;;
C14336;Eugenio Consoli;no;Q5408263;Eugenio Consolini;Italian noble;[];it
C14527;Daniele Conti;no;Q933973;Daniele Conti;Italian footballer (born 1979);[];it
C14527;Daniele Conti;no;Q1874429;Daniele Conti;Italian footballer (born 1962);[];it
C14527;Daniele Conti;no;Q57076504;Daniele Contini;researcher;[];it
C14527;Daniele Conti;no;Q89135032;Daniele R Contin;researcher;['Daniele Contin'];it
C14641;Pietro Conti;no;Q3903800;Pietro Conti;Italian politician and mayor (1928-1988);[];it
C14641;Pietro Conti;no;Q63967185;Pietro Conti;Italian engineer and politician, born 1827;[];it
C14641;Pietro Conti;no;Q98558300;Pietro Conti;Italian architect and military engineer;[];it
C14641;Pietro Conti;no;Q67467370;Pietro Conti;;[];it
C14641;Pietro Conti;no;Q61474948;Pietro Conti;military engineer;[];it
C14641;Pietro Conti;no;Q110975196;Pietro Conti;;[];it
C14641;Pietro Conti;no;Q16590408;Pietro Conti;Italian engineer and inventor;['Pietro Conti da Cilavegna'];it
C14641;Pietro Conti;no;Q87333270;Pietro Contini;Italian architect, painter, and gilder, died 1603 or 1636;[];it
C14641;Pietro Conti;no;Q55226780;Pietro Conticini;;[];it
C14641;Pietro Conti;no;Q63967377;Pietro Conti;Wikimedia disambiguation page;[];it
C14641;Pietro Conti;no;Q114735456;Pietro Contin;researcher;[];it
C14641;Pietro Conti;no;Q137034494;Pietro Contin;;[];it
C14641;Pietro Conti;no;Q100439526;Pietro Conti, Lord of Agnani;-1057;[];it
C14641;Pietro Conti;no;Q3388094;Pietro Campano;cardinal;['Pietro Conti'];it
C14662;Ugo Conti;no;Q4002773;Ugo Conti;Italian actor;[];it
C14662;Ugo Conti;no;Q1874771;Ugo Conti;Italian association football player (1916-1983);[];it
C14662;Ugo Conti;no;Q105850108;Ugo Contino;author of Biblioteche oggi;[];it
C14662;Ugo Conti;no;Q21617540;Ugo Conti Sinibaldi;Italian politician (1864-1942);[];it
C14715;Filippo Contino;no;;;;;
C14757;Pietro Contuzzi;no;;;;;
C14770;Silvio Conzada;no;;;;;
C14842;Settimio Coppi;no;;;;;
C15122;Lidia Coretti;no;;;;;
C15141;Giulio Corigio;no;;;;;
C15235;Gildo Cornazzani;no;;;;;
C15275;Guglielmo Corona;no;;;;;
C15298;Tommaso Corra';no;;;;;
C15511;Icilio Corsi;no;;;;;
C15664;Annibale Innocente Cortesi;no;;;;;
C15664;Annibale Cortesi;yes;;;;;
C15664;Innocente Cortesi;yes;;;;;
C16077;Enrico Costa;no;Q1323871;Enrico Costa;Astrophycist;[];it
C16077;Enrico Costa;no;Q3725703;Enrico Costa;Italian politician;[];it
C16077;Enrico Costa;no;Q11755925;Enrico Costa;Wikimedia disambiguation page;[];it
C16077;Enrico Costa;no;Q3725701;Enrico Costa;writer from Sardinia (1841-1909);[];it
C16077;Enrico Costa;no;Q3408272;Enrico Costa;ship built in 1951;[];it
C16077;Enrico Costa;no;Q3725702;Enrico Costa;Italian bobsledder;[];it
C16077;Enrico Costa;no;Q19997507;Enrico Costa;art historian and pupil of Morelli;[];it
