cpc;qid;nom1;nom2;nac1;nac2;sex1;sex2;pais1;pais2;ciudad1;ciudad2;oficio1;oficio2;padre1;padre2;afil1;afil2;num_ent;alias;eval_birth;eval_name;eval_sex;eval_country;eval_city;eval_father;eval_occupation;eval_affiliation;eval_city2
F03237;Q5479355;Francesco Ferrari;Francesco Ferrari;1892;1634;m;m;Italia;Italia;Modena;Fratta Polesine;avvocato|professore universitario;architetto|pittore;Domenico;;antifascista;pittore italiano (1634-1708);41;;-1;1;1;1;-1;0;-1;0;0.5
F03237;Q55367876;Francesco Ferrari;Francesco Ferrari;1892;1998;m;m;Italia;Italia;Modena;Roma;avvocato|professore universitario;calciatore;Domenico;;antifascista;calciatore italiano (1998-);41;;-1;1;1;1;-1;0;-1;0;0.4
F03237;Q56507789;Luigi Ferrari;Luigi Ferrari;1892;0;m;;Italia;;Modena;;avvocato|professore universitario;ricercatore;Domenico;;antifascista;researcher;41;;-1;1;0;0;0;0;-1;0;0.0
F03237;Q61927968;Luigi Ferrari;Luigi Ferrari;1892;1848;m;m;Italia;Stato Pontificio|Regno d'Italia;Modena;Rimini;avvocato|professore universitario;politico;Domenico;;antifascista;politico italiano (1848-1895);41;;-1;1;1;1;-1;0;-1;0;0.25
F03237;Q64735620;Luigi Ferrari;Luigi Ferrari;1892;1792;m;m;Italia;Italia;Modena;;avvocato|professore universitario;sacerdote cattolico|vescovo cattolico;Domenico;;antifascista;italiano vescovo romano-cattolico;41;;-1;1;1;1;0;0;-1;0;0.0
F03237;Q75173784;Francesco Ferrari;Francis Ferrari;1892;1959;m;m;Italia;Francia;Modena;Lussemburgo;avvocato|professore universitario;chirurgo|oculista;Domenico;;antifascista;chirurgo oftalmologo francese (1959-);41;Francesco Ferrari;-1;1;1;-1;-1;0;-1;0;0.2857142857142857
F03237;Q75565650;Francesco Ferrari;Francesco Ferrari;1892;1986;m;m;Italia;;Modena;Genova|Repubblica di Genova;avvocato|professore universitario;filosofo;Domenico;;antifascista;filosofo italiano (1986-);41;;-1;1;1;0;-1;0;-1;0;0.5454545454545454
F03237;Q83442980;Francesco Ferrari;Francesco Ferrari;1892;0;m;m;Italia;;Modena;;avvocato|professore universitario;filosofo|scrittore;Domenico;;antifascista;;41;;-1;1;1;0;0;0;-1;0;0.0
F03237;Q83443129;Francesco Ferrari;Francesco Ferrari;1892;1721;m;m;Italia;;Modena;Roma;avvocato|professore universitario;architetto|pittore;Domenico;;antifascista;architetto e pittore italiano (fl. 1703-1744);41;;-1;1;1;0;-1;0;-1;0;0.4
F03237;Q90267384;Francesco Ferrari;Francesco Ferrari;1892;0;m;m;Italia;Italia;Modena;;avvocato|professore universitario;fisico;Domenico;;antifascista;fisico italiano;41;;-1;1;1;1;0;0;-1;0;0.0
F03257;Q101135400;Giovanni Ferrari;Giovanni Ferrari;1875;0;m;m;Italia;;Remedello;;contadino;ricercatore;Isidoro;;antifascista;researcher ORCID 0000-0002-5405-9046;28;;-1;1;1;0;0;0;-1;0;0.0
F03257;Q102075989;Giovanni Battista Ferrari;Giovanni Battista Ferrari;1875;1808;m;m;Italia;;Remedello;Venezia;contadino;compositore;Isidoro;;antifascista;compositore (1808-1845);28;Giovanni Ferrari;-1;1;1;0;-1;0;-1;0;0.36363636363636365
F03257;Q102075989;Giovanni Ferrari;Giovanni Battista Ferrari;1875;1808;m;m;Italia;;Remedello;Venezia;contadino;compositore;Isidoro;;antifascista;compositore (1808-1845);28;Giovanni Ferrari;-1;1;1;0;-1;0;-1;0;0.36363636363636365
F03257;Q102284159;Giovanni Ferrari;Giovanni Ferrario;1875;0;m;m;Italia;;Remedello;;contadino;compositore;Isidoro;;antifascista;compositore;28;;-1;-1;1;0;0;0;-1;0;0.0
F03257;Q106892037;Giovanni Battista Ferrari;Giovanni Battista Ferrario;1875;1845;m;m;Italia;Italia;Remedello;Milano;contadino;pittore;Isidoro;;antifascista;pittore italiano;28;;-1;-1;1;1;-1;0;-1;0;0.5
F03257;Q107274739;Giovanni Ferrari;Giovanni Ferrari;1875;1893;m;m;Italia;Italia;Remedello;Cerano;contadino;chirurgo|politico;Isidoro;;antifascista;chirurgo e politico italiano;28;;-1;1;1;1;-1;0;-1;0;0.4
F03257;Q108486728;Giovanni Ferrari;Giovanni Ferraris;1875;0;m;m;Italia;;Remedello;;contadino;schermidore|tennistavolista;Isidoro;;antifascista;Italian wheelchair fencer;28;;-1;-1;1;0;0;0;-1;0;0.0
F03257;Q109998045;Giovanni Ferrari;Giovanni Ferrari;1875;1913;m;m;Italia;Italia;Remedello;;contadino;;Isidoro;;antifascista;Righteous Among the Nations;28;;-1;1;1;1;0;0;0;0;0.0
F03257;Q112501636;Giovanni Ferrari;Giovanni R. F. Ferrari;1875;1954;m;m;Italia;;Remedello;;contadino;filologo|filosofo|professore universitario;Isidoro;;antifascista;;28;Giovanni Ferrari;-1;1;1;0;0;0;-1;0;0.0
F03257;Q133666321;Giovanni Ferrari;Giovanni Ferrari;1875;1901;m;m;Italia;Regno d'Italia;Remedello;;contadino;autore;Isidoro;;antifascista;autore italiano (fl. 1932);28;;-1;1;1;1;0;0;-1;0;0.0
F03257;Q139162213;Giovanni Battista Ferrari;Q139162213;1875;1853;m;m;Italia;;Remedello;;contadino;compositore;Isidoro;;antifascista;;28;;-1;-1;1;0;0;0;-1;0;0.0
F03257;Q15924574;Giovanni Ferrari;Giovanni Ferraris;1875;1937;m;m;Italia;Italia|Regno d'Italia;Remedello;Prarolo;contadino;mineralogista|professore universitario;Isidoro;;antifascista;mineralogista italiano (1937-);28;;-1;-1;1;1;-1;0;-1;0;0.4444444444444444
F03257;Q28701864;Giovanni Battista Ferrari;Giovanni Battista Ferrari;1875;1851;m;m;Italia;;Remedello;Luino;contadino;architetto|imprenditore|ingegnere;Isidoro;;antifascista;architetto e ingegnere italiano attivo in Ucraina;28;;-1;1;1;0;-1;0;-1;0;0.33333333333333337
F03257;Q328981;Giovanni Battista Ferrari;Giovanni Battista Ferrari;1875;1450;m;m;Italia;;Remedello;Modena;contadino;sacerdote cattolico;Isidoro;;antifascista;cardinale e arcivescovo cattolico italiano;28;;-1;1;1;0;-1;0;-1;0;0.36363636363636365
F03257;Q3767219;Giovanni Ferrari;Giovanni Ferrari;1875;1744;m;m;Italia;Repubblica di Venezia;Remedello;Crespano del Grappa;contadino;scultore;Isidoro;;antifascista;scultore italiano;28;;-1;1;1;-1;-1;0;-1;0;0.33333333333333337
F03257;Q382987;Giovanni Ferrari;Giovanni Ferrari;1875;1907;m;m;Italia;Italia|Regno d'Italia;Remedello;Alessandria;contadino;allenatore di calcio|calciatore;Isidoro;;antifascista;calciatore e allenatore di calcio italiano (1907-1982);28;;-1;1;1;1;-1;0;-1;0;0.23529411764705888
F03257;Q41720661;Giovanni Ferrari;Giovanni Ferrari;1875;0;m;m;Italia;;Remedello;;contadino;ricercatore;Isidoro;;antifascista;researcher (ORCID 0000-0002-8863-2496);28;;-1;1;1;0;0;0;-1;0;0.0
F03257;Q52495757;Giovanni Battista Ferrari;Giovanni Battista Ferrari;1875;1829;m;m;Italia;Regno d'Italia;Remedello;Brescia;contadino;pittore;Isidoro;;antifascista;pittore italiano;28;;-1;1;1;1;-1;0;-1;0;0.2222222222222222
F03257;Q55227506;Giovanni Battista Ferrari;Giovan Battista Ferrari;1875;1732;m;m;Italia;;Remedello;;contadino;biografo|insegnante|lessicografo|oratore|poeta;Isidoro;;antifascista;(1732-1806);28;Giovanni Battista Ferrari;-1;1;1;0;0;0;-1;0;0.0
F03257;Q63869886;Giovanni Ferrari;Giovanni Ferrari;1875;1891;m;m;Italia;Italia|Regno d'Italia;Remedello;Soresina;contadino;politico;Isidoro;;antifascista;politico italiano;28;;-1;1;1;1;-1;0;-1;0;0.2222222222222222
F03257;Q66802251;Giovanni Ferrari;Giovanni R. F. Ferrari;1875;1954;m;m;Italia;;Remedello;;contadino;storico della filosofia;Isidoro;;antifascista;British classical scholar and historian of philosophy;28;Giovanni Ferrari;-1;1;1;0;0;0;-1;0;0.0
F03257;Q68903538;Giovanni Ferrari;Giovanni Ferrari;1875;1632;m;m;Italia;;Remedello;;contadino;diacono cattolico|sacerdote cattolico|vescovo cattolico;Isidoro;;antifascista;vescovo cattolico;28;;-1;1;1;0;0;0;-1;0;0.0
F03257;Q775194;Giovanni Battista Ferrari;Giovanni Battista Ferrari;1875;1584;m;m;Italia;;Remedello;Siena;contadino;botanico|sacerdote|scrittore|teologo cattolico;Isidoro;;antifascista;gesuita e botanico italiano;28;;-1;1;1;0;-1;0;-1;0;0.2857142857142857
F03257;Q90845;Giovanni Ferrari;Johannes Ferrarius;1875;1485;m;m;Italia;Sacro Romano Impero;Remedello;Amöneburg;contadino;filosofo|giurista|professore universitario|teologo;Isidoro;;antifascista;teologo tedesco;28;Giovanni Ferrario Montani;-1;-1;1;-1;-1;0;-1;0;0.3076923076923077
F03293;Q102287656;Giuseppe Ferrari;Giuseppe Ferrari;1905;0;m;m;Italia;;Boltiere;;metallurgico;librettista;Luigi;;antifascista;librettista;20;;-1;1;1;0;0;0;-1;0;0.0
F03293;Q115948575;Giuseppe Ferrari;Giuseppe Ferrari;1905;1951;m;m;Italia;Italia;Boltiere;;metallurgico;sociologo;Luigi;;antifascista;sociologo italiano (1951-);20;;-1;1;1;1;0;0;-1;0;0.0
F03293;Q115948579;Giuseppe Ferrari;Giuseppe Ferrari;1905;1952;m;m;Italia;Italia;Boltiere;Sassuolo;metallurgico;sacerdote cattolico;Luigi;;antifascista;francescano italiano (1952-2022);20;;-1;1;1;1;-1;0;-1;0;0.36363636363636365
F03293;Q115948585;Giuseppe Ferrari;Giuseppe Ferrari;1905;1842;m;m;Italia;Regno d'Italia;Boltiere;Como;metallurgico;politico|ragioniere commercialista;Luigi;;antifascista;ragioniere e politico italiano (1842-1926);20;;-1;1;1;1;-1;0;-1;0;0.33333333333333337
F03293;Q115948608;Giuseppe Ferrari;Giuseppe Ferrari;1905;1913;m;m;Italia;Italia|Regno d'Italia;Boltiere;Frascineto;metallurgico;albanologo|sacerdote cattolico|teologo;Luigi;;antifascista;sacerdote e teologo italiano (1913-1990);20;;-1;1;1;1;-1;0;-1;0;0.3076923076923077
F03293;Q115948907;Giuseppe Ferrari;Giuseppe Ferrari;1905;1953;m;m;Italia;Italia;Boltiere;Parma;metallurgico;fisico;Luigi;;antifascista;fisico italiano (1953-);20;;-1;1;1;1;-1;0;-1;0;0.2857142857142857
F03293;Q132924940;Giuseppe Ferrari;Giuseppe Ferrari;1905;1935;m;m;Italia;;Boltiere;Rovigo;metallurgico;neurologo;Luigi;;antifascista;neurologo (1935-);20;;-1;1;1;0;-1;0;-1;0;0.36363636363636365
F03293;Q15711211;Giuseppe Ferrari;Giuseppe Ferrari;1905;1720;m;m;Italia;;Boltiere;Castelvetro di Modena;metallurgico;poeta;Luigi;;antifascista;umanista e abate italiano (1720-1773);20;;-1;1;1;0;-1;0;-1;0;0.375
F03293;Q15980103;Giuseppe Ferrari;Giuseppe Ferrari;1905;1843;m;m;Italia;Regno d'Italia;Boltiere;Roma;metallurgico;pittore;Luigi;;antifascista;pittore italiano (1843-1905);20;;-1;1;1;1;-1;0;-1;0;0.33333333333333337
F03293;Q24206564;Giuseppe Ferrari;Giuseppe Ferrari;1905;1976;m;m;Italia;Italia;Boltiere;;metallurgico;psicoterapeuta;Luigi;;antifascista;psicoterapeuta italiano (1976-), presidente della Società italiana di psicoterapia integrata per lo sviluppo sociale (SIPISS);20;;-1;1;1;1;0;0;-1;0;0.0
F03293;Q3770537;Giuseppe Ferrari;Giuseppe Ferrari;1905;0;m;m;Italia;Italia;Boltiere;;metallurgico;calciatore;Luigi;;antifascista;calciatore italiano (?-?);20;;-1;1;1;1;0;0;-1;0;0.0
F03293;Q3770538;Giuseppe Ferrari;Giuseppe Ferrari;1905;1913;m;m;Italia;Regno d'Italia;Boltiere;Rivarolo;metallurgico;calciatore;Luigi;;antifascista;calciatore italiano (1913-1943);20;;-1;1;1;1;-1;0;-1;0;0.36363636363636365
F03293;Q3770540;Giuseppe Ferrari;Giuseppe Ferrari;1905;1912;m;m;Italia;Italia|Regno d'Italia;Boltiere;Rossano;metallurgico;giurista|insegnante|magistrato;Luigi;;antifascista;docente, magistrato e giurista italiano (1912-1999);20;;-1;1;1;1;-1;0;-1;0;0.2222222222222222
F03293;Q514122;Giuseppe Ferrari;Giuseppe Ferrari;1905;1811;m;m;Italia;Regno di Sardegna (1847-1861)|Regno d'Italia;Boltiere;Milano;metallurgico;filosofo|politico|professore universitario|scrittore|storico|storico dell'età moderna;Luigi;;antifascista;storico, filosofo e politico italiano (1811-1876);20;;-1;1;1;1;-1;0;-1;0;0.25
F03293;Q52728000;Giuseppe Ferrari;Giuseppe Ferrari;1905;1773;m;m;Italia;Regno d'Italia;Boltiere;Ferrara;metallurgico;artista|insegnante|scultore;Luigi;;antifascista;scultore italiano (1804-1864);20;;-1;1;1;1;-1;0;-1;0;0.4
F03293;Q52728108;Giuseppe Ferrari;Giuseppe Ferrari;1905;1921;m;m;Italia;Italia;Boltiere;Bologna;metallurgico;pittore;Luigi;;antifascista;pittore italiano (1921-2011);20;;-1;1;1;1;-1;0;-1;0;0.6
F03293;Q92277006;Giuseppe Ferrari;Giuseppe Ferrari;1905;1920;m;m;Italia;Italia|Regno d'Italia;Boltiere;Ferrara;metallurgico;politico;Luigi;;antifascista;politico italiano (1920-2001);20;;-1;1;1;1;-1;0;-1;0;0.4
F03293;Q93246656;Giuseppe Ferrari;Giuseppe Ferrari;1905;1960;m;m;Italia;;Boltiere;;metallurgico;filologo classico;Luigi;;antifascista;(n. 1960) Insegnante di storia e filosofia;20;;-1;1;1;0;0;0;-1;0;0.0
F03293;Q94891581;Giuseppe Ferrari;Giuseppe Ferrari;1905;0;m;m;Italia;;Boltiere;;metallurgico;direttore d'orchestra|flautista|maestro di cappella;Luigi;;antifascista;maestro di coro militare, maestro di Franz von Suppè;20;;-1;1;1;0;0;0;-1;0;0.0
F03295;Q102287656;Giuseppe Ferrari;Giuseppe Ferrari;1891;0;m;m;Italia;;San Marcello Pistoiese;;muratore;librettista;Ottavio;;comunista;librettista;20;;-1;1;1;0;0;0;-1;0;0.0
F03295;Q115948575;Giuseppe Ferrari;Giuseppe Ferrari;1891;1951;m;m;Italia;Italia;San Marcello Pistoiese;;muratore;sociologo;Ottavio;;comunista;sociologo italiano (1951-);20;;-1;1;1;1;0;0;-1;0;0.0
F03295;Q115948579;Giuseppe Ferrari;Giuseppe Ferrari;1891;1952;m;m;Italia;Italia;San Marcello Pistoiese;Sassuolo;muratore;sacerdote cattolico;Ottavio;;comunista;francescano italiano (1952-2022);20;;-1;1;1;1;-1;0;-1;0;0.4
F03295;Q115948585;Giuseppe Ferrari;Giuseppe Ferrari;1891;1842;m;m;Italia;Regno d'Italia;San Marcello Pistoiese;Como;muratore;politico|ragioniere commercialista;Ottavio;;comunista;ragioniere e politico italiano (1842-1926);20;;-1;1;1;1;-1;0;-1;0;0.25
F03295;Q115948608;Giuseppe Ferrari;Giuseppe Ferrari;1891;1913;m;m;Italia;Italia|Regno d'Italia;San Marcello Pistoiese;Frascineto;muratore;albanologo|sacerdote cattolico|teologo;Ottavio;;comunista;sacerdote e teologo italiano (1913-1990);20;;-1;1;1;1;-1;0;-1;0;0.4
F03295;Q115948907;Giuseppe Ferrari;Giuseppe Ferrari;1891;1953;m;m;Italia;Italia;San Marcello Pistoiese;Parma;muratore;fisico;Ottavio;;comunista;fisico italiano (1953-);20;;-1;1;1;1;-1;0;-1;0;0.4
F03295;Q132924940;Giuseppe Ferrari;Giuseppe Ferrari;1891;1935;m;m;Italia;;San Marcello Pistoiese;Rovigo;muratore;neurologo;Ottavio;;comunista;neurologo (1935-);20;;-1;1;1;0;-1;0;-1;0;0.36363636363636365
F03295;Q15711211;Giuseppe Ferrari;Giuseppe Ferrari;1891;1720;m;m;Italia;;San Marcello Pistoiese;Castelvetro di Modena;muratore;poeta;Ottavio;;comunista;umanista e abate italiano (1720-1773);20;;-1;1;1;0;-1;0;-1;0;0.42105263157894735
F03295;Q15980103;Giuseppe Ferrari;Giuseppe Ferrari;1891;1843;m;m;Italia;Regno d'Italia;San Marcello Pistoiese;Roma;muratore;pittore;Ottavio;;comunista;pittore italiano (1843-1905);20;;-1;1;1;1;-1;0;-1;0;0.33333333333333337
F03295;Q24206564;Giuseppe Ferrari;Giuseppe Ferrari;1891;1976;m;m;Italia;Italia;San Marcello Pistoiese;;muratore;psicoterapeuta;Ottavio;;comunista;psicoterapeuta italiano (1976-), presidente della Società italiana di psicoterapia integrata per lo sviluppo sociale (SIPISS);20;;-1;1;1;1;0;0;-1;0;0.0
F03295;Q3770537;Giuseppe Ferrari;Giuseppe Ferrari;1891;0;m;m;Italia;Italia;San Marcello Pistoiese;;muratore;calciatore;Ottavio;;comunista;calciatore italiano (?-?);20;;-1;1;1;1;0;0;-1;0;0.0
F03295;Q3770538;Giuseppe Ferrari;Giuseppe Ferrari;1891;1913;m;m;Italia;Regno d'Italia;San Marcello Pistoiese;Rivarolo;muratore;calciatore;Ottavio;;comunista;calciatore italiano (1913-1943);20;;-1;1;1;1;-1;0;-1;0;0.5
F03295;Q3770540;Giuseppe Ferrari;Giuseppe Ferrari;1891;1912;m;m;Italia;Italia|Regno d'Italia;San Marcello Pistoiese;Rossano;muratore;giurista|insegnante|magistrato;Ottavio;;comunista;docente, magistrato e giurista italiano (1912-1999);20;;-1;1;1;1;-1;0;-1;0;0.4285714285714286
F03295;Q514122;Giuseppe Ferrari;Giuseppe Ferrari;1891;1811;m;m;Italia;Regno di Sardegna (1847-1861)|Regno d'Italia;San Marcello Pistoiese;Milano;muratore;filosofo|politico|professore universitario|scrittore|storico|storico dell'età moderna;Ottavio;;comunista;storico, filosofo e politico italiano (1811-1876);20;;-1;1;1;1;-1;0;-1;0;0.4444444444444444
F03295;Q52728000;Giuseppe Ferrari;Giuseppe Ferrari;1891;1773;m;m;Italia;Regno d'Italia;San Marcello Pistoiese;Ferrara;muratore;artista|insegnante|scultore;Ottavio;;comunista;scultore italiano (1804-1864);20;;-1;1;1;1;-1;0;-1;0;0.3076923076923077
F03295;Q52728108;Giuseppe Ferrari;Giuseppe Ferrari;1891;1921;m;m;Italia;Italia;San Marcello Pistoiese;Bologna;muratore;pittore;Ottavio;;comunista;pittore italiano (1921-2011);20;;-1;1;1;1;-1;0;-1;0;0.3076923076923077
F03295;Q92277006;Giuseppe Ferrari;Giuseppe Ferrari;1891;1920;m;m;Italia;Italia|Regno d'Italia;San Marcello Pistoiese;Ferrara;muratore;politico;Ottavio;;comunista;politico italiano (1920-2001);20;;-1;1;1;1;-1;0;-1;0;0.3076923076923077
F03295;Q93246656;Giuseppe Ferrari;Giuseppe Ferrari;1891;1960;m;m;Italia;;San Marcello Pistoiese;;muratore;filologo classico;Ottavio;;comunista;(n. 1960) Insegnante di storia e filosofia;20;;-1;1;1;0;0;0;-1;0;0.0
F03295;Q94891581;Giuseppe Ferrari;Giuseppe Ferrari;1891;0;m;m;Italia;;San Marcello Pistoiese;;muratore;direttore d'orchestra|flautista|maestro di cappella;Ottavio;;comunista;maestro di coro militare, maestro di Franz von Suppè;20;;-1;1;1;0;0;0;-1;0;0.0
F03313;Q101135400;Giovanni Ferrari;Giovanni Ferrari;1877;0;m;m;Italia;;Cona;;bracciante;ricercatore;Pietro;;socialista;researcher ORCID 0000-0002-5405-9046;20;;-1;1;1;0;0;0;-1;0;0.0
F03313;Q102075989;Giovanni Ferrari;Giovanni Battista Ferrari;1877;1808;m;m;Italia;;Cona;Venezia;bracciante;compositore;Pietro;;socialista;compositore (1808-1845);20;Giovanni Ferrari;-1;1;1;0;-1;0;-1;0;0.4
F03313;Q102284159;Giovanni Ferrari;Giovanni Ferrario;1877;0;m;m;Italia;;Cona;;bracciante;compositore;Pietro;;socialista;compositore;20;;-1;-1;1;0;0;0;-1;0;0.0
F03313;Q107274739;Giovanni Ferrari;Giovanni Ferrari;1877;1893;m;m;Italia;Italia;Cona;Cerano;bracciante;chirurgo|politico;Pietro;;socialista;chirurgo e politico italiano;20;;-1;1;1;1;-1;0;-1;0;0.5
F03313;Q108486728;Giovanni Ferrari;Giovanni Ferraris;1877;0;m;m;Italia;;Cona;;bracciante;schermidore|tennistavolista;Pietro;;socialista;Italian wheelchair fencer;20;;-1;-1;1;0;0;0;-1;0;0.0
F03313;Q109998045;Giovanni Ferrari;Giovanni Ferrari;1877;1913;m;m;Italia;Italia;Cona;;bracciante;;Pietro;;socialista;Righteous Among the Nations;20;;-1;1;1;1;0;0;0;0;0.0
F03313;Q112501636;Giovanni Ferrari;Giovanni R. F. Ferrari;1877;1954;m;m;Italia;;Cona;;bracciante;filologo|filosofo|professore universitario;Pietro;;socialista;;20;Giovanni Ferrari;-1;1;1;0;0;0;-1;0;0.0
F03313;Q133666321;Giovanni Ferrari;Giovanni Ferrari;1877;1901;m;m;Italia;Regno d'Italia;Cona;;bracciante;autore;Pietro;;socialista;autore italiano (fl. 1932);20;;-1;1;1;1;0;0;-1;0;0.0
F03313;Q15207383;Leonardo Ferrari;Leonardo Ferrari Carissimi;1877;1983;m;m;Italia;Italia;Cona;Roma;bracciante;regista teatrale;Pietro;;socialista;Italian film director;20;;-1;1;1;1;-1;0;-1;0;0.5714285714285714
F03313;Q15924574;Giovanni Ferrari;Giovanni Ferraris;1877;1937;m;m;Italia;Italia|Regno d'Italia;Cona;Prarolo;bracciante;mineralogista|professore universitario;Pietro;;socialista;mineralogista italiano (1937-);20;;-1;-1;1;1;-1;0;-1;0;0.4
F03313;Q3767219;Giovanni Ferrari;Giovanni Ferrari;1877;1744;m;m;Italia;Repubblica di Venezia;Cona;Crespano del Grappa;bracciante;scultore;Pietro;;socialista;scultore italiano;20;;-1;1;1;-1;-1;0;-1;0;0.4
F03313;Q382987;Giovanni Ferrari;Giovanni Ferrari;1877;1907;m;m;Italia;Italia|Regno d'Italia;Cona;Alessandria;bracciante;allenatore di calcio|calciatore;Pietro;;socialista;calciatore e allenatore di calcio italiano (1907-1982);20;;-1;1;1;1;-1;0;-1;0;0.4
F03313;Q41720661;Giovanni Ferrari;Giovanni Ferrari;1877;0;m;m;Italia;;Cona;;bracciante;ricercatore;Pietro;;socialista;researcher (ORCID 0000-0002-8863-2496);20;;-1;1;1;0;0;0;-1;0;0.0
F03313;Q63869886;Giovanni Ferrari;Giovanni Ferrari;1877;1891;m;m;Italia;Italia|Regno d'Italia;Cona;Soresina;bracciante;politico;Pietro;;socialista;politico italiano;20;;-1;1;1;1;-1;0;-1;0;0.6666666666666667
F03313;Q66802251;Giovanni Ferrari;Giovanni R. F. Ferrari;1877;1954;m;m;Italia;;Cona;;bracciante;storico della filosofia;Pietro;;socialista;British classical scholar and historian of philosophy;20;Giovanni Ferrari;-1;1;1;0;0;0;-1;0;0.0
F03313;Q68903538;Giovanni Ferrari;Giovanni Ferrari;1877;1632;m;m;Italia;;Cona;;bracciante;diacono cattolico|sacerdote cattolico|vescovo cattolico;Pietro;;socialista;vescovo cattolico;20;;-1;1;1;0;0;0;-1;0;0.0
F03313;Q90845;Giovanni Ferrari;Johannes Ferrarius;1877;1485;m;m;Italia;Sacro Romano Impero;Cona;Amöneburg;bracciante;filosofo|giurista|professore universitario|teologo;Pietro;;socialista;teologo tedesco;20;Giovanni Ferrario Montani;-1;-1;1;-1;-1;0;-1;0;0.25
F03402;Q116697887;Romano Ferrari;Romano Ferrari Zumbini;1907;0;m;m;Italia;Italia;Pontelagoscuro;Parma;meccanico;professore universitario|storico|storico del diritto;Arturo;;comunista;storico del diritto, professore universitario;1;;-1;1;1;1;-1;0;-1;0;0.33333333333333337
F03417;Q95855485;Tommaso Ferrari;Tommaso Ferraris;1892;0;m;m;Italia;;Massa Marittima;;operaio;attore;Giuseppe;;anarchico;;1;;-1;-1;1;0;0;0;-1;0;0.0
F03601;Q102434837;Vincenzo Ferrazzano;Vincenzo Ferrazzano;1885;0;m;;Italia;;Sannicandro Garganico;;tappezziere;;Donato;;comunista;Dr. rer. nat. Technische Universität München 2013;1;;-1;1;0;0;0;0;0;0;0.0
F03606;Q66020025;Luigi Ferrazzi;Luigi Ferrazzi;1901;1850;m;m;Italia;Regno d'Italia;Isola Dovarese;;minatore;disegnatore|pittore;Guglielmo;;comunista;italienischer Maler;1;;-1;1;1;1;0;0;-1;0;0.0
F03663;Q102501556;Giuseppe Ferrero;Giuseppe Ferrero;1894;0;m;m;Italia;;Crescentino;;venditore ambulante;economista;Francesco;;anarchico;Ph.D. Universitat Pompeu Fabra 2005;3;;-1;1;1;0;0;0;-1;0;0.0
F03663;Q3770546;Giuseppe Ferrero;Giuseppe Ferrero;1894;1942;m;m;Italia;Italia;Crescentino;Torino;venditore ambulante;calciatore;Francesco;;anarchico;calciatore italiano;3;;-1;1;1;1;-1;0;-1;0;0.6666666666666667
F03663;Q55227534;Giuseppe Ferrero;Giuseppe Ferrero Gola;1894;1848;m;m;Italia;Regno d'Italia;Crescentino;Racconigi;venditore ambulante;medico|politico;Francesco;;anarchico;medico, politico mazziniano;3;;-1;1;1;1;-1;0;-1;0;0.375
F03677;Q102281477;Maria Ferrero;Maria Ferrero;1881;0;f;f;Italia;;Milano;;artista;ballerino;Pietro;;socialista;ballerina;2;;-1;1;1;0;0;0;-1;0;0.0
F03677;Q102425412;Maria Ferrero;Maria Ferrero Gussago;1881;1893;f;f;Italia;Regno d'Italia;Milano;Cellatica;artista;artista visuale;Pietro;;socialista;Italian artist;2;;-1;1;1;1;-1;0;-1;0;0.4444444444444444
F03779;Q86835397;Pietro Ferretti;Pietro Ferretti;1892;1790;m;m;Italia;Stato Pontificio;Ponsacco;Ancona;impresario edile;politico;Gioacchino;;comunista;politico italiano (1790-1858);1;;-1;1;1;-1;-1;0;-1;0;0.5454545454545454
F03979;Q125500759;Antonio Ferro;Antonio Ferro;1887;0;m;m;Italia;;Adria;;calzolaio;;Giovanni;;anarchico;1579-1633;6;;-1;1;1;0;0;0;0;0;0.0
F03979;Q139529737;Antonio Ferro;Q139529737;1887;1983;m;;Italia;;Adria;;calzolaio;filologo classico|filosofo;Giovanni;;anarchico;;6;;-1;-1;0;0;0;0;-1;0;0.0
F03979;Q30939130;Antonio Ferro;António Ferro;1887;1600;m;m;Italia;Regno del Portogallo;Adria;Portalegre;calzolaio;compositore|maestro di cappella;Giovanni;;anarchico;;6;;-1;1;1;-1;-1;0;-1;0;0.4
F03979;Q3619576;Antonio Ferro;Antonio Ferro;1887;1896;m;m;Italia;Argentina;Adria;Argentina;calzolaio;calciatore;Giovanni;;anarchico;calciatore argentino (1896-1937);6;;-1;1;1;-1;-1;0;-1;0;0.5714285714285714
F03979;Q610882;Antonio Ferro;António Ferro;1887;1895;m;m;Italia;Portogallo;Adria;Lisbona;calzolaio;diplomatico|giornalista|politico|propagandista|scrittore;Giovanni;;anarchico;giornalista, propagandista, scrittore, diplomatico, politico;6;;-1;1;1;-1;-1;0;-1;0;0.33333333333333337
F03989;Q102286596;Francesco Ferro;Francesco Ferroni;1881;0;m;m;Italia;;Rombiolo;;;maestro;Carmine;;sovversivo;maestro di banda;5;;-1;-1;1;0;0;0;0;0;0.0
F03989;Q139361425;Francesco Ferro;Q139361425;1881;1957;m;;Italia;;Rombiolo;;;;Carmine;;sovversivo;;5;;-1;-1;0;0;0;0;0;0;0.0
F03989;Q41569411;Francesco Ferro;Francesco Ferro;1881;0;m;m;Italia;;Rombiolo;;;;Carmine;;sovversivo;(fl. 1751);5;;-1;1;1;0;0;0;0;0;0.0
